text,keyword
"I wish to advise the House of the following matters in respect of which notice has been given under Standing Order 21 and the name of the Member in each case: (1) Deputy Joe Costello — the need to update the Misuse of Drugs Act 1977 to ensure multiple sclerosis patients can avail of best treatment under medical prescription (2) Deputy Dan Neville — the funding of the provisions of A Vision for Change and (3) Deputy Kathleen Lynch — the circumstances in which confidential medical records of patients at two Cork hospitals were found dumped near Glounthaune, County Cork. The matters raised by Deputies Joe Costello, Dan Neville and Kathleen Lynch have been selected for discussion.",Lynch
"The NewEra document was condemned by the Minister, Deputy O’Keeffe, and many others, including Members in Opposition parties. It counted jobs a number of times.",O'Keeffe
"The problem is we disagree with your philosophy on the changes needed. Deputy Kathleen Lynch, you stood up last night——",Lynch
"I thank the many speakers who have spoken on this Bill since its initiation. Over 20 have spoken on Second Stage. Deputy Ó Snodaigh is accusing us of not prosecuting wealthy people and refers to a big stick in respect of this Bill. I can safely say he does not believe what he is saying because he knows right well that the Government does not prosecute. It initiates legislation in this House, which then passes it. It has initiated legislation not just in this area but also in the area of white collar crime, etc. It is up to the State agencies, the Garda and the Director of Corporate Enforcement to prosecute under the legislation for which they are responsible. If we pass this Bill, it will not be the Government that will be prosecuting anyone but the Garda. The Deputy should not try to suggest otherwise. Comments made by Deputies on this Bill have been measured in the sense that, while the Government is amenable to making amendments thereto, it must obviously do so in the context of the parameters laid down under the Dillon case. As I stated previously, there are some who feel this legislation is not going far enough. Equally, there are those who feel it is going too far and that we should not be legislating in this area at all. Deputy Clune referred to the fact that some of the tourism bodies have not raised this issue with her. When I was in Paris on St. Patrick’s Day duty, I was lobbied at a function promoting Ireland as a tourism destination by some Irish organisations that were plying for business on [44]the basis that this legislation was not going far enough. We must strike a balance and I believe we have done so. Deputy Ó Snodaigh suggested there are ways around this legislation, such as providing something as a quid pro quo for the money received. Equally, there is ample opportunity for people to beg and stay within the law because we made it clear that, under the Dillon judgment, we cannot ban begging entirely. Under the judgment we cannot ban begging entirely and under the freedom of expression provision in the Constitution, we must allow that people are entitled to beg, provided they do it within the law and in a reasonable way. There are others who feel that no one should be entitled to beg and that there is no need for anyone to beg because we have excellent State services and supports and NGO supports. It is, however, a social reality and we must deal with it legislatively and in terms of assistance. I acknowledge the contributions made by voluntary organisations, many of which are supported by public funding in the work they do, to provide assistance to those who feel the need to beg. Equally, I have a duty as Minister to discharge my responsibility to preserve public order. That is what this Bill is termed, it is specific public order legislation to deal with a public order problem, namely, aggressive begging. Some Deputies asked about public places. The definition of a public place is contained in the Criminal Justice (Public Order) Act 1994. A public place includes a highway and any outdoor area where there is access and that is used for public recreational purposes. Deputy Johnny Brady asked about begging around a church. In the 1994 Act there is a reference to a public place including any cemetery or churchyard. It also includes any train, vessel or vehicle where the carriage of persons is for reward and any premises or other place where the general public has a right to go to or would go there for a payment. That would include concerts and places where people congregate, such as football matches. If there is any further scope when we go into the detail of the Bill on Committee Stage, I will agree to some amendments if we can tailor them. A number of Deputies raised the issue of begging interfering with normal social and commercial activity. The Department has received a considerable number of representations from groups including IBEC, the Business Association of Ireland, the Cork Business Association, the Irish Tourist Industry Confederation and the Dublin City Centre Business Association on the need for this legislation. We have also received correspondence from Oireachtas Members exhorting us to deal with this problem and, equally, have received representations from members of the public. I was at a football match recently where a man asked me to deal with the situation in Dundalk, where there was a suggestion that a non-national was begging to such an extent that €2,000 a week was mentioned. That is ultimately an issue for the Garda but it shows the public is exercised by this. Deputy Rabbitte asked about the additional statistics on begging. Recorded incidents in 2003 numbered 961, in 2004 there were 575, in 2005 there were 891, in 2006 there were 605, in 2007 there were 461, in 2008 there were 30 and since then virtually none. That is a result of the Dillon decision, which meant the Garda no longer proceeded on the basis of the Vagrancy Act. I was asked about the use of children to beg by Deputy Joe Carey. Section 247 of the Children Act 2001 is not concerned with children begging but with those who procure and control children for the purpose of begging. The numbers show a similar pattern in the opposite direction of the recorded begging incidence. In 2003 there were six such incidents, in 2004 there were four, in 2005 there were two, in 2006 there was one and then in 2007 there were 75 and in 2008 there were 124. This section was used more often than before because of the Dillon judgment. [45]Deputy Rabbitte mentioned that the penalty under section 247 was low compared to the levels proposed in this Bill. The maximum fine for a first offence is €250, with a fine of €500 for subsequent offences in this Bill. The fines under the other Act will be upgraded by the Fines Act under the indexation provisions. There would not, there, be much difference ultimately. The involvement of foreign nationals was raised and there is concern in this regard. My wife and I recently witnessed a situation in Dundalk that brought to mind the purpose of this legislation. A non-national lady was begging, not in an aggressive way but it could have turned aggressive quickly because of the nature of the conversation with the people she was begging from. The people involved were quite upset afterwards. If this legislation is passed, it would be difficult to ground a prosecution because it could not be said the lady, and I witnessed this, was being aggressive but it could have turned aggressive and could have been very nasty within seconds. Perhaps on Committee Stage we could look at this again within the parameters of the Dillon judgment. Deputy Rabbitte asked about the Human Rights Commission and we were pleased to be able to accommodate a number of points it made, some of which I mentioned in my speech. He also referred to the submission from Barnardo’s, which echoed the statement from the Human Rights Commission and which we took on board. It stated that begging in itself should not be criminalised but the Bill recognises that begging cannot be banned because of the court decision. Deputy Joe Carey asked about the report of the Law Reform Commission on vagrancy. In the Dillon case, the High Court referred favourably to that report and many of the proposals referred to have been enacted in subsequent legislation: the Criminal Justice (Public Order) Act 1994, the Non-Fatal Offences Against the Person Act 1997 and the Criminal Justice (Theft and Fraud Offences) Act 2001. While people make the political point that we should not be addressing this Bill, that we should look after 'bigger' criminals, I do not accept that we are not passing the required legislation to allow the State authorities to prosecute those people. We have made it clear that if other legislation is required in that area, the Government is more than amenable to bringing such legislation forward. The fact we are dealing with one area does not mean to say we completely ignore other areas. It is safe to say that given so many people have spoken in the House about begging on Second Stage, and that so many Members have raised these issues with me, it was right to introduce this Bill. I look forward to the more forensic examination of these issues as the Bill passes through Committee Stage and Report Stage in this House. Question put and agreed to.",Brady
"I hope we will not be told the Minister of State, Deputy Conor Lenihan, is in charge.",Lenihan
"There are no offices and so on attached to the position of cultural ambassador. The new ambassador will work closely with the Government, with Culture Ireland and [18]with artistic bodies to develop a vision that is inclusive of the Irish diaspora throughout the world. It is about how we can promote culture on its own intrinsic merit to expand the footprint of the country worldwide, so that people can know who and what we are. There are also economic ties to culture, such as cultural events and the impact they make. There are many prominent Irish people involved in the cultural life of many societies around the world. The US contains a huge part of the business of culture, otherwise known as the entertainment industry. Mr. Gabriel Byrne is somebody who can assist Ireland in that respect. He will work with Culture Ireland and with artistic bodies. He will be involved in trying to make sure that we assist in funding for the new arts theatre in New York. There is a range of issues involved, but it is open for Mr. Byrne to use those issues. These bodies will work with him on how to use his personage as a means of promoting our country and our culture in the US and elsewhere. He may not be our only cultural ambassador in the future, as others might be of assistance as well. It provides an outlet for the diaspora to contribute in a meaningful way to modern Ireland. The second question was on fiscal issues. On my first meeting with President Obama last year, he made it clear when I raised this issue — and perhaps it was more current, not long after his inauguration — that he does not regard Ireland as being among the countries that he would have in mind. He was talking about those where people name-plate their operations and use such jurisdictions for fiscal purposes. That is an issue which is not only a matter of policy development or an ultimate decision for the President, but also for Congress. Therefore there would be a considerable legislative process to be considered as to how all that would work out. We will be in close touch with senators and members of Congress, including the Friends of Ireland group who will be of assistance to us in that respect as well, to ensure that there is a clear understanding of Ireland’s position. We are totally compliant regarding all international tax treaties. It is not well known by some who do not know how the relationship has developed, particularly the economic relationship, so we will also use the opportunity to emphasise the level of cross-investment between Irish-owned companies in the United States which, in terms of employment, practically mirrors the level of employment of US companies here. That fact is not even well known, understood or appreciated at home, let alone abroad. There are 227 Irish companies with operations in the United States, employing more than 81,000 people across 2,630 US locations. That gives an indication of just how changed the relationship is in terms of an industrial, manufacturing and services presence in the United States by Irish companies. We are currently the 13th largest investor in the United States with cumulative investments valued at approximately $34 billion. The US is Ireland’s largest services trading partner, and our second largest merchandise trading partner. Taken together, that trade was valued at $50. 5 billion in 2008. Therefore the economic relationship between the United States and Ireland is one of significant two-way trade and investment that generates jobs on both sides of the Atlantic. We see ourselves as representing the perfect gateway for US industry to the European market. Getting those messages across in the context of how people view Ireland is an important part of the discussion and interaction we will have, not only with President Obama and his administration’s officials but also with Congress. Despite last year’s difficult trading conditions, 47 Irish companies opened up operations in the United States. There is a huge opportunity for us there, even in the current difficult circumstances. As we move out of recession and as world trading conditions improve, the diverse nature of Irish trade in America is an important factor in our recovery.",Byrne
"I thank the Ceann Comhairle for selecting this matter, an important one for Ballygarvan, County Cork. The need for a new national school building in Ballygarvan was accepted by the Department of Education and Skills in the late 1990s. Enrolment at the school has expanded in recent years while conditions in the existing buildings are substandard with an over reliance on expensive prefab accommodation. There is also a lack of space for recreational and play areas for the children. The Department approved a 16-classroom school to be built on a green-field site. The project, however, was bedevilled by the need to secure a suitable site. Although three separate land parcels with three separate owners comprised the preferred site, after enormous work by the local community, its public representatives and the Department the site was secured. The then Minister for Education and Science, Deputy Batt O’Keeffe, who also had served the constituency as a Deputy, approved the appointment of a design team and the project progressed through the various planning stages. It was then put out to tender. The school was to be constructed using a modular build model in a five-month timescale. The preferred bidder for the school building project is McInerney Holdings but it went into interim examinership recently. I hope it will be in a position to fulfil its contract with this building and begin construction as soon as possible. The community in Ballygarvan wants to know the status of the project and if the preferred bidder will be able to proceed. If this were not to be the case, will the project have to be retendered or can the Department select the next bidder from the original tender process? The local community also wants funding for the project to be confirmed. If construction proceeded, it would be a great boost to this close-knit community which has fund-raised for many years for a new school building. Will the Minister of State give some indication as to when construction on site will begin and a reassurance the project is going ahead?",O'Keeffe
"I thank Deputies for their contributions and constructive comments in respect of this matter. I also thank them for their pledged support for the motion. A number of issues were raised. Deputy Brian Hayes referred to the role played by the Department of Education and Science in 2002 and subsequently. Mr. Matthias Kelly was appointed by the then Minister in 2003 to review the Department’s processes and procedures relating to the making of discoveries by it to the commission. Mr. Kelly’s interim report reached the conclusion that 'the difficulties over discovery were not due to obstruction or concealment but rather due to poor historic record storage systems and misunderstandings as to what in fact was required'. Deputies Brian Hayes, Quinn, Shatter, Connaughton, Durkan and Naughten referred to the current situation and the situation that will obtain in the future. In many respects, this motion deals with past events. A number of topics were raised in this regard, including that of child protection guidelines. The Department issued guidelines, in line with the Children First policy document, to primary and post-primary schools in respect of dealing with and reporting child abuse. The Department has also provided training to designated liaison persons on the implementation of these guidelines as part of a range of measures, including the Stay Safe programme, relating to child protection. I will be happy to provide Deputies with details of this training if required. Deputies Brian Hayes and Quinn also referred to child protection procedures in general. Having regard to the future, the Department will conduct a review of its procedures in light of the publication of the report of the Commission to Inquire into Child Abuse, the review of Children First and the national child protection guidelines and in the event of the ratification of the referendum relating to children. This is an ongoing concern to the Department of Education and Science. [264]I thank Deputies O’Rourke and Neville for their caring and compassionate insight in the cases we are dealing with. Both clearly have an intimate knowledge of these cases and have interacted with the people who have come before the commission. They brought an insight into the human tragedy that all this involves. The issue of vetting was raised by Deputies Brian Hayes and Shatter. Special arrangements for newly-qualified teachers are co-ordinated through the teaching council. Currently, existing teachers are not vetted but the Department is working with the appropriate authorities to consider how best to put the appropriate arrangements in place as the roll-out of the Garda vetting unit expands. Irrespective of the position on vetting, where facts are brought to the information of the school, the school must be vigilant, check references and probe any gaps in records. I probably do not have time to go into the indemnity agreements now but the decision to establish the redress scheme was made regardless of whether the religious congregations would contribute to the cost. The State had a duty to make amends for the abuse of children placed in institutions by the courts. Nevertheless it was considered desirable that the congregations should make a meaningful contribution and agreement was reached on the provision of €128 million. At the beginning of the negotiations, the Department of Finance had recommended that the negotiating team should strive for a 50% contribution from the congregations. However, it was subsequently recognised that this was not achievable and the Department of Finance was satisfied with the contribution of €120 million. I commend the motion to the House. Question put and agreed to.",Hayes
"I welcome the opportunity to contribute on Second Stage of the Public Transport Regulation Bill 2009. The primary purpose of the Bill is to provide a good quality cost-efficient public bus passenger transport service for the people of the country. To effect that vision, the Government believes there is a need to examine the licensing regime that exists and examining it clearly shows a necessity to reform it. The Bill sets out the framework to facilitate regulated competition in the public bus passenger service. Despite what the previous speaker, Deputy James Bannon, stated, the Bill builds upon knowledge and experience gained from other jurisdictions which sought to liberalise the market. I was taken by the comments he made and by the position put forward by Fine Gael which seems to involve liberalisation or absolute deregulation in the bus market. Other jurisdictions have done that, believing that open competition in a full and open market would lead to better value and perhaps a better service for the consumer. My understanding from the research I have done is that this theory has been proved wrong. The approach taken by the Government will lead to a much better outcome than those achieved elsewhere. Fine Gael has put forward proposals which seek to mirror the approach taken by the UK. Its experience of deregulation and tendering has generated very negative comments. I received material on a study undertaken by the Office of Fair Trading in the UK. The initial report outlined some worrying trends which undermine much of what Deputy Bannon said about deregulation or open tendering. It sounds good but the experience has not been to the benefit of the consumer. The material I received seems to indicate that deregulation resulted in reduced or, in some cases, no competition resulting in lower quality services. It was found that in areas with only one operator fares are typically 9% higher. This would be worrying from a consumer’s point of view. The term 'gaming' was used in the report, and this was identified as a practice where an operator could cut rural or less profitable ends from a commercial route with the expectation that ultimately the UK local authority would have to tender that element of the route to an operator who could then operate it as part of a subsidised route. This means that what was all under a commercial licence initially would end up receiving further financial support from the state at a greater cost to the state. I understand the initial report of the Office of Fair Trading refers to the Darlington case where a multinational company submitted a bid to buy a local municipal bus company, the Darlington Transport Company. It was unsuccessful in that effort and immediately flooded the market with free buses. The municipal bus company could not compete and went bust within a number of days. The local councils lost out because they had a facility and service with an inherent value of in excess of €1 million. Due to a deregulated environment, the financial resources available to a multinational company were able to put a company out of business. [47] This shows that deregulation does not work. The predatory practices of large multinationals will wipe out any competition in a short period of time and ultimately control the market to suit themselves and make a profit. It requires greater thinking. I am somewhat concerned about elements of the Bill but, by and large, its structure and framework are right and some areas might be tightened up through amendment. The Office of Fair Trading’s study dealt with tendering, which happens outside London. There was a near doubling in the cost to the taxpayer over the past ten years with a cost today of £1 per kilometre. In half of all local areas outside of London, 20% of tenders receive just one bid. This sets out the basis for the information gleaned by the Minister and the Department which shows the importance of retaining to some extent a regulated environment for liberalisation in a regulated way. While the two words might seem somewhat confusing, it is important that we take that approach. Bus Éireann provides a very good service throughout Ireland and there is a quality to that service. It provides value for money and its cost structures were recognised by Deloitte in its most recent report as being to a very high standard. That was based on independent research. To seem to undermine — as Deputy Bannon did perhaps inadvertently — what Bus Éireann does is wrong and unfair to the people who work in that service. They carry out their work in a very efficient way and that is down to the management of Bus Éireann, particularly people such as Tim Hayes, whom I believe to be an excellent public servant. At present, there is much criticism of public and civil servants orchestrated by some elements of the media. When one makes an effort through research to understand what is going on in many State and semi-State companies, one meets people of the calibre of Tim Hayes, John Lynch and others on the board of CIE who give it their all they have the common good of people at heart. These people are often undermined by the unnecessary commentary that goes on in this House in seeking to gain political advantage and outside the House by elements of the media. It is right that we recognise where public servants have put in place a service that has been to the benefit of all and, it is hoped, can be maintained, worked upon and built upon through the passage of this legislation. The integrated nature of the Bus Éireann network is a vital component of the service provided. It offers a vital link throughout rural and more urbanised areas. The current service is not, and was never intended to be, a rural service. A recent development, whereby the Government put aside funding through the rural transport initiative, is a way of dealing with that. I will address this later if I have an opportunity to do so. It is important that we focus on the integrated nature of the service as it is constructed because it is open to larger multinationals to cherry pick commercial routes. The multinationals will exploit some point-to-point routes and generate as much business on them as they can and seek to generate profits for themselves. The existing service facilitates some PSO or subvented work as a part of or at the tail end of some routes. We need to examine this aspect. As the Government rolls out the interurban routes, which will connect Cork, Limerick and Galway with Dublin, we must ensure that a service is maintained along what were the old routes. The new services will go point-to-point and carry the greatest number of passengers but it is important that those towns which are bypassed — some of them are quite large — still have an effective transport service. We must be careful in the issuing of licences by the transport authority at a later stage that, in an effort to offer a point-to-point service, we do not undermine the existing service. Deputy Bannon spoke much about Athlone and other places in his constituency. The simple reality is that if we were to deregulate the market, the bulk of people from Galway, Sligo and other locations would take the main routes and there would not be the business to allow a service provider to call to the villages and towns he discussed. What he [48]is asking for would be to the detriment of many of the towns in his constituency. We must be very careful about this and it needs to be taken into account in the issuing of licences. In an effort to address that, the State would have to provide more money for routes which would start to carry public service obligations after the removal of commercial services along interurban routes. I am aware that a large multinational company has begun to provide an unlicensed service on the Dublin-Galway route in an effort to put an indigenous provider out of business. The financial resources of this multinational allows it to offer €1 fares. Such companies will be able to push the indigenous operators off routes very easily. They have sought to undermine the existing regime because the 1932 Act fails to provide the sanctions required to deal with them. The framework set out in the Bill before us will, however, allow the State to act. I ask the Minister to ensure the issuance of a licence does not impact on the integrated network. The licensing of routes which have a commercial basis alongside PSO components by virtue of the way Bus Éireann has operated in the past should not be done in such a way as to require the State to pick up the cost of the PSO. I ask the Minister to consider strengthening the legislation to protect the network. Perhaps he could consider excluding those who have previously operated in an unlicensed or predatory manner from receiving future licences. I accept this would be difficult to achieve because companies can change names and directors but it is not beyond the Minister and his officials to come up with a method for excluding directors or operators. Some operators, including in particular the multinationals, recognise the landscape is changing and have sought to soften up the marketplace in advance. We need to get tough by ensuring they do not achieve their aims. As somebody from a rural area, I am cognisant of the difficulties experienced by those who live in isolated areas. In areas with aging populations, there are people who do not have access to private transport or relatives. It is vital, therefore, that the State manages a rural transport service. While the Bill before us does not deal with that issue, I welcome the recent announcement by the Minister that funding will continue to be made available for the rural transport initiative. However, we will have to await the budget for the details of that funding. Although rural transport was identified in the McCarthy report as an area in which cuts could be made, I am delighted that the Government in its wisdom has decided to protect that service. The Clare accessible transport project, which originated in the part of east Clare from which I come, has developed a great service for people in isolated rural areas. It has already been working on the pilot projects identified by the Minister which bring together the HSE, Bus Éireann and the rural transport initiative to develop a more comprehensive approach to the movement of people in rural areas. We owe the project our gratitude for targeting the most important groups, namely, the elderly, the young and the disabled. An inherent part of its work is ensuring that young and elderly people with disabilities can access bus services. Rural transport needs to move beyond initiatives and pilot projects and into the mainstream public transport network. The outcome of the pilot projects and other research can facilitate the State in introducing a comprehensive rural transport network which is integrated into national bus and rail routes so that people living in Mountshannon, Killanena, Feakle or Corofin have the same access to transport as those in Athlone or Dundalk. The frequency of service may not be the same but at least people would have access to the outside world. Rural transport services would also contribute to decreasing carbon emissions by reducing the necessity for cars. Rural transport becomes even more critical in the context of the Government’s plans to reduce the blood-alcohol limit as part of its road safety agenda. While there are differing views on these plans, the Government intends to progress them. A proper bus network will be necessary if people who live in rural Ireland are to have the same social opportunities as those who [49]live in larger towns and cities. To that end, I hope the rural transport initiative is put on a legislative footing. I ask that further consideration be given to the issues I have raised. Strengthening the conditions on which licences are issued can protect the PSO components of the network from practices which could otherwise lead to the deterioration of services or require greater investment by the State. I also ask that the legislation be strengthened in respect of operators. I suggest that we investigate whether licence applicants have criminal records, particularly in regard to drug or child offences. It is necessary that the financial stability and integrated network of the direct award contract of Bus Éireann’s PSO services should be considered when granting all categories of licences. Licences should not be issued if they cut across PSO services. Otherwise, the State will bear the costs of supporting the services in question or will be forced to close them and, possibly, reinstate them at further cost to the State at a later date. Those who have sought to undermine the current licensing regime should be dealt with appropriately and effectively. While this is not possible under current legislation, they could be dealt with when they seek a licence under the new regime. Their past practices should come back to haunt them because they have inflicted damage on the bus network.",Hayes
"I congratulate the Minister of State at the Department of the Taoiseach, Deputy Pat Carey, on his new appointment and welcome a counterpart across the room, Deputy Curran. I wish them both the best. I thank the Minister for his answer. I cannot pronounce the name of the drug either, so I will refer to it as BZP. I will briefly make a few observations on the Minister’s answer. I am delighted something will be done by March next year but it is somewhat far away as it will come in much earlier in the UK and other places. Some 24 of these shops are established throughout the country and there are grave concerns among parents on their activities particularly regarding the sale of mind-altering substances such as BZP. For many young people going out in the evening BZP has replaced ecstasy and other drugs that were previously used. The real concern is that yesterday’s newspaper reported research from the Health Research Board showing the prevalence of treated problem drug use among 15 to 64 year olds increased by 15% between 2001 and 2006. The sooner this drug is taken off the shelves the better for everybody and I ask the Minister to reconsider the timeline and do this earlier.",Carey
"I wish to share time with the Minister of State at the Department of Health and Children, Deputy Áine Brady, and with Deputies Seán Fleming and Seán Connick.",Brady
"I wish to advise the House of the following matters in respect of which notice has been given under Standing Order 21 and the name of the Member in each case: (1) Deputy Pádraic McCormack — the need to alleviate the possibility of flooding occurring again in County Galway (2) Deputy Mattie McGrath — the need for a site to amalgamate two schools in County Tipperary (3) Deputy Tom Hayes — the Golden sewerage scheme (4) Deputy Jan O’Sullivan — the need to ensure expenses incurred by redundant workers are reimbursed (5) Deputy James Bannon — the need for the Minister for Health and Children to explain why a teenage girl should suffer and her health deteriorate while essential funding to allow vital spinal surgery is not available, although timely surgical treatment is essential and (6) Deputy Deirdre Clune — the need to provide dental services to adults with special needs. The matters raised by Deputies Mattie McGrath, Jan O’Sullivan, Pádraic McCormack and Deirdre Clune have been selected for discussion.",Hayes
"I reiterate what I said earlier, namely, that the Minister is in consultation with the various interests to address the matters which have arisen. The Minister for Education and Science — I do not know if this addresses the matter raised by Deputy Flanagan — is in the process of making new regulations to transpose certain directives on qualifications into Irish law.",Flanagan
"The Hayes Report makes detailed constructive recommendations about the operation of specific services in the hospital and all of these will be implemented. I met with Dr. Hayes on 8 November to discuss the implications of his report with him. I met with the Chair of Tallaght Hospital on 9 November. I have also had discussions with the CEO of the HSE about the report. The main focus will be on what initiatives are needed both in the hospital and in the wider health system to provide sustained improvements in the services for patients. [333]An additional 2 locum consultant radiologists were appointed to the hospital in January 2010 to assist in dealing with the backlog of X-rays. The backlog has been cleared and currently there are 0. 54 locums in post at the hospital. On 7 September 2010 the HSE issued formal approval to Tallaght Hospital to appoint two new consultant radiologists. This is in line with the recommendations of the Hayes Report. Interviews are expected to take place shortly and the two successful candidates will take up duty be as soon as possible in 2011. The Hayes Report recommended that consultant radiologist staffing levels should be reviewed to ensure they are appropriate to the work load in each radiology department. The HSE is committed to carrying out a review of consultant radiologist staffing levels in hospitals and to strengthening workforce planning across all radiology departments. The review will be informed by the results of a survey of consultant radiologist staffing which is currently being undertaken by the Faculty of Radiology. The aim is to complete this study by the end of the year. Since 2005 there has been a 34% national increase in the numbers of consultant radiologists, from 183 to 245. Ireland now has a ratio of 1 consultant radiologist per 17,959 population, which is similar to the UK at 1 per 18,040 per population. The HSE is committed to implementing the recommendations of the Hayes report as soon as possible. I am confident that adopting this approach will help ensure the provision of a timely and quality radiology service in Tallaght Hospital.",Hayes
"I thank my colleagues on all sides of the House for their contributions to this debate. I sometimes wonder whether Private Members’ motions have any effect on Government policy and earning some dividend or change for people outside this House. If ever there was a motion that I hope will have some impact on the Government’s attitude towards an issue, this is such an issue. Every Member of the House will agree that one issue raised by all constituents is the cost of electricity and the increasing cost of simply living in Ireland. I want to offer some suggestions to the Ministers who are present — I am glad to see there are some present for the conclusion of this debate. I do not simply wish to give out about Government performance. Actions can be taken by means of legislation and regulation to improve the energy market in Ireland and reduce energy prices. I ask the Minister to consider legislating to allow the regulator to set a maximum price for energy rather than setting a set price, as is the case each year. The ESB could then be permitted to generate power at below the price ceiling if this is possible. It could benefit from increased market share as a result of more competitive pricing. I can understand why there has been a set price for the past ten years because we have been trying to introduce competition into the market and attract new entrants. Such new entrants could not survive under normal competitive conditions whereby the ESB would simply offer to generate at a lower price. However, the situation has changed in that regard. I would encourage the Government to fast-forward the transfer of ESB assets in the electricity grid to EirGrid, in an effort to send a strong signal to the marketplace that we support competition and a fair market place for all generators. We should reform the public consultation process around the decision-making when the regulator decides to increase prices or, if ever, to reduce prices. It is hugely stacked in favour of generators or the ESB who makes their case. In the United States or Canada the practice is to have a forum of discussion that includes organisations such as the Combat Poverty Agency and others who understand the worries and concerns of consumers and households. The regulator has a legal responsibility to protect consumers as well as offering fair prices to generators. The Minister needs to look at the regulatory regime for gas pricing as at some stage in the future gas will be coming ashore from the Corrib field. Under the existing regulatory structure for gas, this will result in increased gas prices in Ireland because we will be importing a much lower volume of gas which will therefore be more expensive and the price of gas to consumers will be increased. We have missed the boat this year with regard to the famous windfall profits being made by energy generators. The ESB has made what I would describe as a generous donation in a rebate of €300 million. We must be honest with people. Every household is already paying a carbon tax of 10% on top of their energy bills. That money must be taken back, put into a [397]ring-fenced energy fund and spent responsibly looking after poor people and low-income households who need support from the Government. There are some issues regarding smart metering but I will raise them separately with the Minister. In terms of energy rating, I welcome the substantial work being done on housing insulation. However, I encourage the Minister for the Environment, Heritage and Local Government to examine energy rating issues regarding windows, through which large amounts of heat and energy are lost. Our rating system for windows is not satisfactory and we should examine the UK’s system which is a far more exact measurement of the overall window structure rather than just the glass pane. The Minister for Communications, Energy and Natural Resources, Deputy Eamon Ryan, has described fuel poverty as the most crucial social issue facing society, an issue of a crisis of affordability for homes across the country. Those are strong words from a senior Minister. Yet all this motion seeks in terms of a commitment — everything else relates to suggestions — is that the Government would introduce a comprehensive policy which puts fuel poverty at its heart rather than a description of other energy policies, as heard this evening, regarding conservation, climate change, greenhouse gas emissions, etc., where benefits for families struggling with energy costs are just a by-product of such policies. That is not good enough for an issue as important this one. We want a specific, targeted policy with a set timeframe and budget, financed by windfall energy taxes. Even the Commission for Energy Regulation at yesterday’s meeting of the Joint Committee on Communication, Energy and Natural Resources called for a carbon tax on energy generators. The commissioner acknowledged it is ridiculous that 50% of energy produced in Ireland is coming from private energy generators who get windfall profits on the back of consumers and households struggling to meet their payments. That is not just. If the Minister brings forward a real and measurable strategy to tackle fuel poverty, he will get constructive assistance and criticism from all Opposition parties. I commend the motion to the House. Amendment put. The Dáil divided: Tá, 75 Níl, 68. Tellers: Tá, Deputies Pat Carey and John Cregan Níl, Deputies Paul Kehoe and Emmet Stagg. Amendment declared carried. Motion, as amended, agreed to.",Carey
